GP_PRACTICE_CODE,POSTCODE,CCG_CODE,NHSE_AREA_TEAM_CODE,NHSE_REGION_CODE,TOTAL_ALL,TOTAL_MALE,TOTAL_FEMALES,ORG_NAME
H81029,GU1 4RP,09N,Q68,Y57,12126,6323,5803,DAPDUNE HOUSE SURGERY
H81030,RH1 1EB,09L,Q68,Y57,12712,6304,6408,GREYSTONE HOUSE SURGERY
H81031,GU8 5QR,09N,Q68,Y57,10079,5013,5066,WITLEY SURGERY
H81032,GU22 7XL,09Y,Q68,Y57,17726,8936,8790,HEATHCOT MEDICAL PRACTICE
H81033,KT16 8HZ,09Y,Q68,Y57,11150,5591,5559,ABBEY PRACTICE
H81034,KT14 6DH,09Y,Q68,Y57,8272,4175,4097,LYNCH MEDICAL CENTRE
H81035,GU4 7EP,09N,Q68,Y57,10800,5314,5486,MERROW PARK SURGERY
H81036,KT14 6DH,09Y,Q68,Y57,11110,5448,5662,PARISHES BRIDGE MED.PRACT
H81037,RH6 7DG,09L,Q68,Y57,15081,7521,7560,BIRCHWOOD MEDICAL PRACTICE
H81038,KT10 9NY,99H,Q68,Y57,4091,2145,1946,LITTLETON SURGERY
H81039,GU19 5AQ,10C,Q68,Y57,6794,3429,3365,PARK HOUSE SURGERY
H81040,GU16 7HG,10C,Q68,Y57,7410,3688,3722,STATION ROAD SURGERY
H81041,GU22 7RR,09Y,Q68,Y57,9587,4815,4772,SOUTHVIEW MEDICAL PRACTICE
H81042,KT15 2BH,09Y,Q68,Y57,15929,7840,8089,CROUCH OAK FAMILY PRACTICE
H81043,GU5 0PE,09N,Q68,Y57,10648,4993,5655,WONERSH SURGERY
H81044,GU8 6EG,09N,Q68,Y57,3896,1913,1983,SPRINGFIELD SURGERY
H81045,CR3 6JU,09L,Q68,Y57,9019,4441,4578,CATERHAM VALLEY MED.PRACT
H81046,RH6 7AD,09L,Q68,Y57,3922,2025,1897,WAYSIDE MEDICAL PRACTICE
H81047,TW20 0PF,11C,Q69,Y57,12113,6181,5932,RUNNYMEDE MEDICAL PRACTICE
H81048,RH1 2NP,09L,Q68,Y57,9588,4683,4905,HOLMHURST MEDICAL CENTRE
H81050,KT14 6DH,09Y,Q68,Y57,9959,4847,5112,WEY FAMILY PRACTICE
H81051,KT19 8AG,99H,Q68,Y57,13262,6275,6987,DERBY MEDICAL CENTRE
H81052,GU6 8AE,09N,Q68,Y57,15176,7342,7834,CRANLEIGH MEDICAL PRACTICE
H81053,GU23 7BP,09N,Q68,Y57,7721,3836,3885,VILLAGES MEDICAL CTR
H81054,KT16 8HZ,09Y,Q68,Y57,7842,3925,3917,BRIDGE PRACTICE
H81055,RH1 1DT,09L,Q68,Y57,8608,4179,4429,HAWTHORNS SURGERY
H81056,RH8 0BQ,09L,Q68,Y57,16755,8182,8573,OXTED HEALTH CENTRE
H81057,TW15 2SG,09Y,Q68,Y57,6756,3363,3393,FORDBRIDGE MEDICAL CENTRE
H81058,RH1 6EY,09L,Q68,Y57,11236,5715,5521,WOODLANDS ROAD MEDICAL CENTRE
H81060,CR3 5XL,09L,Q68,Y57,13436,6376,7060,TOWNHILL MEDICAL PRACTICE
H81061,GU22 7QP,09Y,Q68,Y57,12365,6124,6241,HILLVIEW MEDICAL CENTRE
H81062,GU27 2BQ,09N,Q68,Y57,18229,8925,9304,HASLEMERE HEALTH CENTRE
H81064,GU3 3NA,09N,Q68,Y57,12034,5862,6172,FAIRLANDS MEDICAL PRACTICE
H81065,KT12 4HT,09Y,Q68,Y57,7955,3824,4131,HERSHAM SURGERY
H81066,TW20 9QJ,09Y,Q68,Y57,13974,7128,6846,GROVE MEDICAL CENTRE
H81067,KT11 1HT,99H,Q68,Y57,12798,6399,6399,COBHAM HEALTH CENTRE
H81068,RH3 7NJ,99H,Q68,Y57,11672,5753,5919,BROCKWOOD MEDICAL PRACTICE
H81069,GU15 2NN,10C,Q68,Y57,11730,5868,5862,PARK ROAD SURGERY
H81070,KT20 5TH,99H,Q68,Y57,12162,5980,6182,HEATHCOTE MEDICAL CENTRE
H81071,KT18 5DD,99H,Q68,Y57,9697,4667,5030,ASHLEY CENTRE SURGERY
H81072,RH4 1SD,99H,Q68,Y57,10281,5092,5189,MEDWYN SURGERY
H81073,KT13 8DW,09Y,Q68,Y57,12871,6368,6503,CHURCH STREET PRACTICE
H81074,KT21 2DP,99H,Q68,Y57,5574,2763,2811,ST STEPHENS HOUSE SURGERY
H81075,GU15 2HJ,10C,Q68,Y57,11891,5798,6093,UPPER GORDON ROAD SURGERY
H81076,GU26 6TY,09N,Q68,Y57,12212,5918,6294,GRAYSHOTT SURGERY
H81077,GU5 9DR,09N,Q68,Y57,8046,3986,4060,SHERE SURGERY/DISPENSARY
H81078,KT8 0JX,99H,Q68,Y57,15886,7792,8094,GLENLYN MEDICAL CENTRE
H81079,TW18 3JH,09Y,Q68,Y57,4197,2144,2053,STAINES THAMESIDE MEDICAL
H81080,SM7 3HH,99H,Q68,Y57,11759,5650,6109,LONGCROFT CLINIC
H81081,KT20 5JE,99H,Q68,Y57,9162,4444,4718,TADWORTH MEDICAL CENTRE
H81082,GU15 2QA,10C,Q68,Y57,9573,4748,4825,CAMBERLEY HEALTH CENTRE
H81083,RH1 3PN,09L,Q68,Y57,10738,5400,5338,MOAT HOUSE
H81084,KT24 6QT,09N,Q68,Y57,9933,4893,5040,THE HORSLEY MEDICAL PRACTICE
H81085,GU1 3JH,09N,Q68,Y57,10594,5256,5338,ST.LUKE'S SURGERY
H81086,KT7 0UP,99H,Q68,Y57,4755,2342,2413,THORKHILL SURGERY
H81087,TW19 7HE,09Y,Q68,Y57,11011,5556,5455,ST DAVID'S FAMILY PRACTICE
H81088,GU9 7PA,99M,Q70,Y57,12630,6252,6378,DOWNING STREET SURGERY
H81089,RH2 9HG,09L,Q68,Y57,15668,7658,8010,WALL HOUSE
H81090,GU2 8YB,09N,Q68,Y57,11456,5876,5580,WOODBRIDGE HILL SURGERY
H81091,KT17 1TG,99H,Q68,Y57,6390,3174,3216,SPRING STREET SURGERY
H81094,KT12 3LB,09Y,Q68,Y57,8721,4212,4509,THE RED PRACTICE WALTON
H81095,KT12 3LB,09Y,Q68,Y57,4830,2481,2349,DR DM NGUYEN
H81097,GU9 9QS,99M,Q70,Y57,6601,3427,3174,RIVER WEY MEDICAL PRACTICE
H81099,KT10 8BX,99H,Q68,Y57,8522,4226,4296,ESHER GREEN SURGERY
H81101,CR3 0EP,09L,Q68,Y57,5905,2942,2963,WHYTELEAFE SURGERY
H81103,KT23 3ND,99H,Q68,Y57,7194,3503,3691,EASTWICK PARK MED.PRACT.
H81104,TW15 3EA,09Y,Q68,Y57,6951,3493,3458,STANWELL ROAD SURGERY
H81107,KT22 0QL,99H,Q68,Y57,6633,3267,3366,OXSHOTT MEDICAL PRACTICE
H81109,KT10 0EH,99H,Q68,Y57,7684,3742,3942,CAPELFIELD SURGERY
H81110,GU10 4TG,99M,Q70,Y57,5738,2917,2821,HOLLY TREE SURGERY
H81111,GU25 4RL,09Y,Q68,Y57,4531,2182,2349,PACKERS
H81113,RH5 5EN,99H,Q68,Y57,7958,4049,3909,LEITH HILL PRACTICE
H81116,CR6 9LF,09L,Q68,Y57,5582,2703,2879,ELIZABETH HOUSE MEDICAL PRACTICE
H81118,KT4 7DG,99H,Q68,Y57,3124,1648,1476,AURIOL MEDICAL PRACTICE
H81119,CR6 9NW,09L,Q68,Y57,10816,5359,5457,WARLINGHAM GREEN MED PRAC
H81122,TW18 3HN,09Y,Q68,Y57,4410,2264,2146,HYTHE MEDICAL CENTRE SURGERY
H81123,GU21 5QJ,09Y,Q68,Y57,3185,1615,1570,SHEERWATER HEALTH CENTRE
H81125,KT7 0EB,99H,Q68,Y57,8735,4257,4478,GIGGS HILL SURGERY
H81126,KT18 5NU,99H,Q68,Y57,6212,2967,3245,TATTENHAM HEALTH CENTRE
H81128,KT8 9LG,99H,Q68,Y57,6066,3062,3004,VINE MEDICAL CENTRE
H81129,GU24 0JE,09Y,Q68,Y57,3956,1951,2005,PIRBRIGHT SURGERY
H81130,GU18 5SQ,10C,Q68,Y57,11048,5481,5567,LIGHTWATER SURGERY
H81131,KT12 3LB,09Y,Q68,Y57,3243,1629,1614,DR S MORCOS
H81132,GU8 5HU,09N,Q68,Y57,4320,2277,2043,GUILDFORD RIVERS PRACTICE
H81133,KT17 4BL,99H,Q68,Y57,32617,16143,16474,THE INTEGRATED CARE PARTNERSHIP
H81134,TW18 1XD,09Y,Q68,Y57,11655,5733,5922,STAINES HEALTH GROUP
H81611,RH4 3PA,99H,Q68,Y57,1939,960,979,RIVERBANK SURGERY
H81613,KT17 2LZ,99H,Q68,Y57,2571,1277,1294,STONELEIGH SURGERY
H81615,GU9 9QS,99M,Q70,Y57,11839,5536,6303,FARNHAM DENE MEDICAL PRACTICE
H81618,KT22 9LE,99H,Q68,Y57,6625,3297,3328,MOLEBRIDGE PRACTICE
H81620,GU15 1SE,10C,Q68,Y57,5301,2564,2737,HEATHERSIDE SURGERY
H81622,GU15 4DP,10C,Q68,Y57,2177,1129,1048,OLD DEAN SURGERY
H81632,TW15 1HH,09Y,Q68,Y57,2451,1280,1171,THE ORCHARD SURGERY
H81638,RH6 9PT,09L,Q68,Y57,6245,3105,3140,SMALLFIELD SURGERY
H81641,GU22 8BT,09Y,Q68,Y57,3447,1823,1624,THE PRACTICE COLLEGE ROAD
H81642,TW17 8SY,09Y,Q68,Y57,3046,1544,1502,UPPER HALLIFORD MEDICAL CENTRE
H81643,GU22 8HF,09Y,Q68,Y57,2183,1170,1013,MAYBURY SURGERY
H81644,KT17 1TG,99H,Q68,Y57,8711,4271,4440,FOUNTAIN PRACTICE
H81647,GU4 7JS,09N,Q68,Y57,2326,1212,1114,NEW INN SURGERY
H81656,KT4 7BX,99H,Q68,Y57,7930,3888,4042,SHADBOLT PARK HOUSE SURG
H81658,KT16 0JX,09Y,Q68,Y57,5170,2519,2651,NEW OTTERSHAW SURGERY
H81663,KT12 2QY,09Y,Q68,Y57,3175,1598,1577,ASHLEY MEDICAL PRACTICE
H81664,GU22 9JH,09Y,Q68,Y57,2177,1115,1062,DR R J POOL
H81667,RH2 8AX,09L,Q68,Y57,4561,2207,2354,SOUTH PARK SURGERY
H81672,KT10 0SP,99H,Q68,Y57,4302,2080,2222,LANTERN SURGERY
H82002,BN43 5US,09G,Q68,Y57,7201,3614,3587,CHURCH VIEW SURGERY
H82003,RH15 9XN,09X,Q68,Y57,9633,4807,4826,MEADOWS SURGERY
H82004,RH13 8DW,09X,Q68,Y57,4485,2301,2184,COWFOLD SURGERY
H82005,RH17 5BQ,09X,Q68,Y57,8113,3977,4136,CUCKFIELD MEDICAL CENTRE
H82006,GU28 0LP,09G,Q68,Y57,6015,2945,3070,THE PETWORTH SURGERY
H82007,BN16 3NX,09G,Q68,Y57,11717,5553,6164,WESTCOURT MEDICAL CENTRE
H82008,RH19 4EE,09X,Q68,Y57,11916,5912,6004,SHIP STREET SURGERY
H82009,BN14 7JL,09G,Q68,Y57,13878,6609,7269,ST.LAWRENCE SURGERY
H82010,RH19 3AA,09X,Q68,Y57,7661,3814,3847,JUDGES CLOSE SURGERY
H82011,BN12 6DN,09G,Q68,Y57,13693,6741,6952,STRAND MEDICAL GROUP
H82012,RH11 7TF,09H,Q68,Y57,9316,4650,4666,LEACROFT MEDICAL PRACTICE
H82013,PO19 1RW,09G,Q68,Y57,11304,5317,5987,LANGLEY HOUSE SURGERY
H82014,BN16 3BE,09G,Q68,Y57,9560,4613,4947,COPPICE SURGERY
H82015,BN12 4FD,09G,Q68,Y57,6330,2982,3348,PHOENIX MEDICAL GROUP
H82016,PO22 9TD,09G,Q68,Y57,12166,5916,6250,BERSTED GREEN SURGERY
H82017,RH12 1BG,09X,Q68,Y57,23718,11763,11955,PARK SURGERY
H82020,PO21 1UT,09G,Q68,Y57,9151,4618,4533,BOGNOR MEDICAL CENTRE
H82021,BN18 9HG,09G,Q68,Y57,6444,3157,3287,ARUNDEL SURGERY
H82022,BN44 3RJ,09G,Q68,Y57,11913,5792,6121,STEYNING HEALTH CENTRE
H82023,BN43 5US,09G,Q68,Y57,7558,3666,3892,ADUR MEDICAL GROUP
H82024,PO20 0QG,09G,Q68,Y57,5718,2801,2917,SEAL MEDICAL GROUP
H82025,RH10 5BW,09H,Q68,Y57,15146,7571,7575,WOODLANDS&CLERKLANDS PARTNERSHIP
H82026,RH10 7QH,09H,Q68,Y57,15211,7647,7564,SAXONBROOK MEDICAL CENTRE
H82027,RH12 3HB,09X,Q68,Y57,3397,1666,1731,RUDGWICK MEDICAL CENTRE
H82028,RH12 1AT,09X,Q68,Y57,8329,4148,4181,THE COURTYARD SURGERY
H82029,BN42 4TA,09G,Q68,Y57,10094,4934,5160,THE MANOR PRACTICE
H82030,RH20 1FG,09G,Q68,Y57,12993,6318,6675,PULBOROUGH MEDICAL GROUP
H82031,RH14 0SU,09G,Q68,Y57,5430,2742,2688,LOXWOOD SURGERY
H82032,GU29 9AW,09G,Q68,Y57,12170,5841,6329,RIVERBANK MEDICAL CENTRE
H82033,RH11 8TY,09H,Q68,Y57,6677,3333,3344,GOSSOPS GREEN MEDICAL CTR
H82034,BN14 0DL,09G,Q68,Y57,13341,6477,6864,LIME TREE SURGERY
H82035,RH16 2HX,09X,Q68,Y57,11255,5543,5712,LINDFIELD MEDICAL CENTRE
H82036,RH12 1PJ,09X,Q68,Y57,9718,4765,4953,ORCHARD SURGERY
H82037,PO20 0QG,09G,Q68,Y57,6502,3130,3372,SELSEY MEDICAL PRACTICE
H82038,PO22 6DH,09G,Q68,Y57,12833,6156,6677,FLANSHAM PARK HEALTH CENTRE
H82039,BN17 6BF,09G,Q68,Y57,7513,3664,3849,PARK SURGERY
H82040,RH10 4HY,09X,Q68,Y57,8121,4031,4090,CRAWLEY DOWN HEALTH CENTRE
H82041,BN11 1XE,09G,Q68,Y57,12065,5769,6296,VICTORIA ROAD SURGERY
H82042,PO19 1XT,09G,Q68,Y57,12787,6206,6581,CATHEDRAL MEDICAL GROUP
H82043,PO21 4JB,09G,Q68,Y57,11813,5598,6215,GROVE HOUSE SURGERY
H82044,RH16 4BN,09X,Q68,Y57,12138,6012,6126,DOLPHINS PRACTICE
H82045,BN11 4BS,09G,Q68,Y57,14768,7378,7390,WORTHING MEDICAL GROUP
H82046,BN14 8JE,09G,Q68,Y57,11856,5847,6009,BROADWATER MEDICAL CENTRE
H82047,RH10 1LL,09H,Q68,Y57,10977,5739,5238,BRIDGE MEDICAL CENTRE
H82048,BN18 0DU,09G,Q68,Y57,9966,4916,5050,AVISFORD MEDICAL GROUP
H82049,PO19 3DT,09G,Q68,Y57,9828,4708,5120,PARKLANDS SURGERY
H82050,RH11 0BF,09H,Q68,Y57,9882,4945,4937,IFIELD MEDICAL PRACTICE
H82051,PO19 5RH,09G,Q68,Y57,12047,5728,6319,LAVANT ROAD SURGERY
H82052,RH10 7DX,09H,Q68,Y57,15332,7603,7729,POUND HILL MEDICAL GROUP
H82053,RH10 6JN,09H,Q68,Y57,6886,3398,3488,FURNACE GREEN SURGERY
H82055,RH14 9QZ,09G,Q68,Y57,12597,6243,6354,BILLINGSHURST SURGERY
H82056,RH16 3BB,09X,Q68,Y57,13577,6530,7047,NEWTONS PRACTICE
H82057,BN6 9UQ,09X,Q68,Y57,19160,9353,9807,MID SUSSEX HEALTH CARE
H82058,PO21 2UW,09G,Q68,Y57,13142,6449,6693,MAYWOOD HEALTH CARE CENTRE
H82059,BN16 3AH,09G,Q68,Y57,8874,4184,4690,WILLOW GREEN SURGERY
H82060,BN5 9JQ,09G,Q68,Y57,9710,4709,5001,HENFIELD MEDICAL CENTRE
H82061,BN11 2LL,09G,Q68,Y57,8897,4435,4462,SELDEN MEDICAL CENTRE
H82063,RH19 3GW,09X,Q68,Y57,13601,6682,6919,MOATFIELD SURGERY
H82064,RH10 6TE,09H,Q68,Y57,9064,4469,4595,SOUTHGATE MEDICAL GROUP
H82065,BN15 9UX,09G,Q68,Y57,8429,4186,4243,BALL TREE SURGERY
H82066,BN17 5JR,09G,Q68,Y57,14261,7193,7068,FITZALAN MEDICAL GROUP
H82067,PO20 2HS,09G,Q68,Y57,4298,2138,2160,TANGMERE MEDICAL CENTRE
H82069,BN17 6AW,09G,Q68,Y57,6983,3337,3646,ARUN MEDICAL GROUP
H82070,RH20 4LR,09G,Q68,Y57,11220,5446,5774,GLEBE SURGERY
H82072,RH15 0EF,09X,Q68,Y57,11302,5577,5725,SILVERDALE PRACTICE
H82076,BN11 5RZ,09G,Q68,Y57,3791,1786,2005,CORNERWAYS SURGERY
H82077,PO20 3RP,09G,Q68,Y57,11060,5403,5657,THE CROFT SURGERY
H82078,PO10 8JH,09G,Q68,Y57,9257,4473,4784,SOUTHBOURNE SURGERY
H82083,BN43 6BT,09G,Q68,Y57,10396,5091,5305,NORTHBOURNE MEDICAL CENTRE
H82084,RH15 9BS,09X,Q68,Y57,6337,2990,3347,BROW MEDICAL CENTRE
H82086,BN13 1PU,09G,Q68,Y57,2361,1217,1144,HIGHDOWN SURGERY
H82087,BN12 5HJ,09G,Q68,Y57,3990,1821,2169,BARN SURGERY
H82088,RH11 8XT,09H,Q68,Y57,7314,3778,3536,BEWBUSH MEDICAL CENTRE
H82089,RH12 1UD,09X,Q68,Y57,7649,3652,3997,RIVERSIDE SURGERY
H82091,BN15 8AN,09G,Q68,Y57,7231,3525,3706,NEW POND ROW SURGERY
H82092,RH13 9HQ,09X,Q68,Y57,7886,3905,3981,VILLAGE SURGERY
H82094,BN15 9AX,09G,Q68,Y57,5482,2636,2846,KINGFISHER FAMILY PRACTICE
H82095,PO20 8BH,09G,Q68,Y57,9941,4777,5164,WITTERINGS MEDICAL CENTRE
H82096,BN15 9AG,09G,Q68,Y57,6953,3481,3472,THE ORCHARD SURGERY
H82098,RH11 9JA,09H,Q68,Y57,10105,5125,4980,COACHMANS MEDICAL PRACTICE
H82099,PO21 5SB,09G,Q68,Y57,7390,3546,3844,WEST MEADS SURGERY
H82100,RH16 3TG,09X,Q68,Y57,6319,3046,3273,NORTHLANDS WOOD SURGERY
H82101,BN11 4NY,09G,Q68,Y57,5830,2789,3041,HEENE ROAD SURGERY
H82615,RH17 6HB,09X,Q68,Y57,6535,3280,3255,OUSE VALLEY PRACTICE
H82621,RH15 8HS,09X,Q68,Y57,5458,2764,2694,PARK VIEW HEALTH PARTNERSHIP
H82640,RH12 5JL,09X,Q68,Y57,14872,7328,7544,HOLBROOK SURGERY
H82641,BN16 2EA,09G,Q68,Y57,1995,913,1082,THE LAWNS SURGERY
H82643,BN13 2RX,09G,Q68,Y57,5998,2933,3065,THE MAYFLOWER SURGERY
H83001,SE25 4QB,07V,Q71,Y56,12438,6003,6435,PORTLAND MEDICAL CENTRE
H83002,CR0 1EZ,07V,Q71,Y56,2789,1511,1278,HEATHFIELD SURGERY
H83004,CR2 7NG,07V,Q71,Y56,11291,5478,5813,THE FARLEY ROAD MEDICAL PRACTICE
H83005,SE19 2NT,07V,Q71,Y56,11569,6024,5545,UPPER NORWOOD GROUP PRACTICE
H83006,CR0 0JA,07V,Q71,Y56,5412,2709,2703,PARKWAY HEALTH CENTRE (02)
H83007,CR0 4HN,07V,Q71,Y56,10381,5239,5142,VIOLET LANE MEDICAL PRACTICE
H83008,CR0 7LJ,07V,Q71,Y56,2837,1436,1401,THE ADDISCOMBE SURGERY
H83009,SW16 4NL,07V,Q71,Y56,10820,5577,5243,NORBURY HEALTH CENTRE (02)
H83010,SE25 6BY,07V,Q71,Y56,6323,3147,3176,SOUTH NORWOOD HILL MEDICAL CENTRE
H83011,CR7 7HQ,07V,Q71,Y56,4075,2328,1747,NORTH CROYDON MEDICAL CENTRE
H83012,CR0 2BZ,07V,Q71,Y56,9526,4886,4640,ST.JAMES'S MEDICAL CENTRE
H83013,CR5 1HF,07V,Q71,Y56,12796,6250,6546,OLD COULSDON MEDICAL PRACTICE
H83014,CR2 8DU,07V,Q71,Y56,7322,3588,3734,QUEENHILL MEDICAL PRACTICE
H83015,CR2 6EX,07V,Q71,Y56,12898,6253,6645,PARKSIDE GROUP PRACTICE
H83016,CR8 2YL,07V,Q71,Y56,13663,6685,6978,KESTON HOUSE PRACTICE
H83017,CR7 7JN,07V,Q71,Y56,11916,5891,6025,BRIGSTOCK MEDICAL PRACTICE
H83018,CR2 8LG,07V,Q71,Y56,11089,5513,5576,SELSDON PARK MEDICAL PRACTICE
H83019,CR0 1ED,07V,Q71,Y56,7815,4038,3777,FRIENDS ROAD MEDICAL PRACTICE
H83020,CR7 6AR,07V,Q71,Y56,10542,5385,5157,EVERSLEY MEDICAL CENTRE
H83021,CR7 6AR,07V,Q71,Y56,5570,2836,2734,LONDON ROAD MEDICAL PRACT
H83022,CR7 8RL,07V,Q71,Y56,6969,3472,3497,THORNTON HEATH HEALTH CENTRE
H83023,CR0 6HA,07V,Q71,Y56,6958,3554,3404,MORLAND ROAD SURGERY
H83024,CR8 3EE,07V,Q71,Y56,14955,7444,7511,WOODCOTE MEDICAL
H83025,SE25 5NT,07V,Q71,Y56,12751,6296,6455,WOODSIDE GROUP PRACTICE
H83027,CR0 0JA,07V,Q71,Y56,6556,3211,3345,PARKWAY HEALTH CENTRE (01)
H83028,CR0 0JA,07V,Q71,Y56,3312,1637,1675,PARKWAY HEALTH CENTRE (03)
H83029,CR0 8RG,07V,Q71,Y56,4105,1955,2150,HARTLAND WAY SURGERY
H83030,CR0 8NG,07V,Q71,Y56,3169,1564,1605,SPRING PARK MEDICAL PRACTICE
H83031,CR2 6AD,07V,Q71,Y56,3248,1676,1572,THE HALING PARK PARTNERSHIP
H83033,CR0 7AG,07V,Q71,Y56,2858,1456,1402,ASHBURTON PARK MEDICAL CENTRE
H83034,CR0 2JJ,07V,Q71,Y56,7919,3840,4079,THE WHITEHORSE PRACTICE
H83035,CR0 8RP,07V,Q71,Y56,3840,1817,2023,SOUTH WAY SURGERY
H83037,SE19 2DF,07V,Q71,Y56,6407,3053,3354,AUCKLAND SURGERY
H83039,CR0 6AH,07V,Q71,Y56,7048,3560,3488,STOVELL HOUSE SURGERY
H83040,CR2 9HH,07V,Q71,Y56,3565,1805,1760,MITCHLEY AVENUE SURGERY
H83041,SE25 6RA,07V,Q71,Y56,4749,2405,2344,SOUTH NORWOOD MEDICAL CENTRE
H83042,CR7 6JE,07V,Q71,Y56,7027,3520,3507,LEANDER ROAD PRIMARY CARE CENTRE
H83043,CR0 8BH,07V,Q71,Y56,4275,2193,2082,SHIRLEY MEDICAL CENTRE
H83044,CR0 6SD,07V,Q71,Y56,13032,6826,6206,EAST CROYDON MEDICAL CENTRE
H83046,CR0 9EU,07V,Q71,Y56,3456,1697,1759,FIELDWAY MEDICAL CENTRE
H83048,CR5 1BF,07V,Q71,Y56,1549,787,762,DOWNLAND SURGERY
H83049,CR0 0QL,07V,Q71,Y56,2512,1297,1215,HEADLEY DRIVE SURGERY
H83050,CR8 5DG,07V,Q71,Y56,5880,2879,3001,THE MOORINGS MEDICAL PRACTICE
H83051,CR0 3EW,07V,Q71,Y56,6892,3551,3341,THORNTON ROAD SURGERY
H83052,CR5 2DR,07V,Q71,Y56,2435,1263,1172,BRAMLEY AVENUE SURGERY
H83053,CR7 8LY,07V,Q71,Y56,14312,7155,7157,PARCHMORE MEDICAL CENTRE
H83608,CR7 7JH,07V,Q71,Y56,4079,2093,1986,BRIGSTOCK FAMILY PRACTICE
H83609,CR7 8JN,07V,Q71,Y56,2929,1528,1401,MERSHAM MEDICAL CENTRE
H83611,SE25 5QA,07V,Q71,Y56,2484,1233,1251,SELHURST MEDICAL PRACTICE
H83620,CR5 2BB,07V,Q71,Y56,3594,1821,1773,COULSDON MEDICAL PRACTICE
H83622,SE25 6AA,07V,Q71,Y56,1985,1018,967,SOUTH NORWOOD MEDICAL PRACTICE
H83623,CR2 6AH,07V,Q71,Y56,2583,1396,1187,SOUTH CROYDON MEDICAL CENTRE
H83624,SW16 5PX,07V,Q71,Y56,6930,3605,3325,FAIRVIEW MEDICAL CENTRE
H83625,CR7 6BH,07V,Q71,Y56,4175,2275,1900,BROUGHTON CORNER MEDICAL CENTRE
H83626,SE25 5NT,07V,Q71,Y56,2207,1178,1029,THE ENMORE PRACTICE
H83627,CR2 7DX,07V,Q71,Y56,6193,3151,3042,BIRDHURST MEDICAL PRACTICE
H83631,CR0 3PN,07V,Q71,Y56,8730,4565,4165,GREENSIDE MEDICAL PRACTICE
H83634,CR0 4YD,07V,Q71,Y56,1468,692,776,VALLEY PARK SURGERY
H84002,TW11 0AU,08P,Q71,Y56,12751,6355,6396,BROCKBANK (PARK ROAD)
H84005,TW9 2HG,08P,Q71,Y56,7605,3851,3754,BATES (PAGODA AVENUE)
H84006,SW14 8LP,08P,Q71,Y56,8714,4344,4370,JEZIERSKI (SHEEN LANE)
H84007,TW1 4EA,08P,Q71,Y56,8174,4008,4166,JACKSON (ACORN)
H84010,KT2 6HR,08J,Q71,Y56,9737,4826,4911,CANBURY MEDICAL CENTRE
H84012,TW1 3PA,08P,Q71,Y56,11380,5758,5622,THOMAS (YORK)
H84014,TW9 1SA,08P,Q71,Y56,2931,1591,1340,LEE (PARADISE ROAD)
H84015,KT6 6EZ,08J,Q71,Y56,7028,3370,3658,BRUNSWICK SURGERY
H84016,KT3 3TX,08J,Q71,Y56,15613,7684,7929,THE GROVES MEDICAL CENTRE
H84017,TW9 1UU,08P,Q71,Y56,13605,6693,6912,HUDSON (SEYMOUR HOUSE)
H84018,TW12 3AX,08P,Q71,Y56,4427,2177,2250,BHATIA (BROAD LANE)
H84020,KT2 7PX,08J,Q71,Y56,21673,9930,11743,FAIRHILL MEDICAL PRACTICE
H84023,SW13 0LW,08P,Q71,Y56,8772,4385,4387,FLOOD (ESSEX HOUSE)
H84025,KT9 2GY,08J,Q71,Y56,5903,2905,2998,HOOK SURGERY
H84027,KT2 6PG,08J,Q71,Y56,16916,8715,8201,CHURCHILL MEDICAL CENTRE
H84030,KT6 6EZ,08J,Q71,Y56,12431,6114,6317,CENTRAL SURGERY
H84031,TW2 6JL,08P,Q71,Y56,5337,2553,2784,JUBILEE SURGERY
H84032,KT1 4DY,08P,Q71,Y56,9259,4697,4562,O'FLYNN (HAMPTON WICK)
H84033,KT2 5HF,08J,Q71,Y56,6366,3154,3212,ST ALBANS MEDICAL CENTRE
H84034,KT9 1AG,08J,Q71,Y56,6885,3535,3350,THE ORCHARD PRACTICE
H84039,TW1 4QP,08P,Q71,Y56,10299,5161,5138,ROBERTSON (CROSS DEEP)
H84040,TW12 2PB,08P,Q71,Y56,12698,6282,6416,LEWIS (HAMPTON)
H84041,TW10 6PP,08P,Q71,Y56,3722,1946,1776,THE VINEYARD SURGERY
H84042,KT3 6DR,08J,Q71,Y56,11938,5847,6091,HOLMWOOD CORNER SURGERY
H84043,TW9 4HQ,08P,Q71,Y56,6802,3340,3462,CROWLEY (NORTH ROAD)
H84044,TW2 5TU,08P,Q71,Y56,8570,4129,4441,SOOD (THE GREEN & FIR ROAD)
H84048,TW1 2AR,08P,Q71,Y56,6795,3302,3493,JOHAL (TWICKENHAM PARK)
H84049,KT6 5BH,08J,Q71,Y56,1572,892,680,MAYPOLE SURGERY
H84050,KT9 2GY,08J,Q71,Y56,6333,3156,3177,CHESSINGTON PARK SURGERY
H84051,KT3 6AA,08J,Q71,Y56,5558,2860,2698,ROSELAWN
H84053,KT6 6EZ,08J,Q71,Y56,3624,1715,1909,BERRYLANDS SURGERY
H84054,KT6 7QG,08J,Q71,Y56,2969,1630,1339,RED LION ROAD SURGERY
H84055,SW14 8LP,08P,Q71,Y56,10402,5201,5201,JOHNSON (SHEEN LANE)
